,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
65,65,WGC0RtlEIUY,UCfa8MrOLVlxzUBe2jPh08TQ,"Cuando ablamos de república lo asociamos erróneamete con marxismo o socialismo no tiene por qué ser así puede ser un república capitalista en la OTAN y en el EURO y no tenemos por toleral que un noble por un título socialmete sea superior en la jerarquía social cuando en Alemania los títulos han sido abolidos he integrados en los apellidos por qué un rey por ser rey tiene un coto de 15000 ectareas el Pardo porque un rey por ser jefe
de estado le pagan un sueldo ha su madre otro Asus hermanas y es legalmente inenjuiciable un saludo y un abrazo fuerte",ablamo blica asociamo neamet marxismo socialismo pued blica capitalista otan euro toler nobl tulo socialmet superior jerarqu social alemania tulo sido abolido integrado apellido coto ectarea pardo jefe pagan sueldo madr asu hermana legalment inenjuici saludo abrazo fuert,[0. 0. 0. ... 0. 0. 0.],0.0
66,66,WGC0RtlEIUY,UCxlmYEHukoKzTZambJbxI0w,Si hay republica quiero que su presidente sea Abascal.,republica quiero president abasc,[0. 0. 0. ... 0. 0. 0.],0.0
67,67,WGC0RtlEIUY,UCzzV7yHnmRQmEf5nCplUNQQ,"Considero que si comparamos la Monarquía actual con una República prefiero la República, pero si el Rey tuviese derecho a poder vetar a un presidente si este empieza a irse de control (y no porque sí) prefiero Monarquía.",considero comparamo monarqu actual blica prefiero blica derecho poder vetar president empieza irs control prefiero monarqu,[0. 0. 0. ... 0. 0. 0.],0.0
68,68,WGC0RtlEIUY,UCBr7Kz4iQOKcRkz90pRRT5A,Entonces que España sea fascista,entonc espa fascista,[0. 0. 0. ... 0. 0. 0.],0.0
69,69,WGC0RtlEIUY,UCu8xJ0FgMaxXRUwggX3XDmw,"Los humanos somos todos iguales, por tanto, no puede haber kunas familias, endiosadas que parasitan al resto de los ciudadanos, así que  aun siendo imperfecta la republica, si que es más humana, y no endiosa a  los ciudadano. simplemente igualdad  en privilegios y deberes.",humano igual pued haber kuna familia endiosada parasitan resto ciudadano siendo imperfecta republica humana endiosa ciudadano simplement igualdad privilegio deber,[0. 0. 0. ... 0. 0. 0.],-1.0
70,70,WGC0RtlEIUY,UCTTF0e8VvbhgGmdxo64Gurw,"Que bien la quema de combentos, persecucion religiosa, la revuelta de asturias y la violencia politica. España no es un pais de republicas. Nunca habra una republica que funcione en españa",bien quema combento persecucion religiosa revuelta asturia violencia politica espa pai republica nunca habra republica funcion espa,[0. 0. 0. ... 0. 0. 0.],-1.0
71,71,WGC0RtlEIUY,UCGBylRChTsljJF4CZiak3lQ,Viva la republicaaaaaaaaaa!!!!!,viva republicaaaaaaaaaa,[0. 0. 0. ... 0. 0. 0.],1.0
72,72,WGC0RtlEIUY,UCftrqQ41mFXUoognZ7fgjZA,Monarquía es mejor,monarqu mejor,[0. 0. 0. ... 0. 0. 0.],0.0
73,73,WGC0RtlEIUY,UCGD5amzAcferMTz_540reVQ,monarquia porque al jefe de estado se le prepara desde pequeño a los politicos no,monarquia jefe prepara pequ politico,[0. 0. 0. ... 0. 0. 0.],-1.0
74,74,WGC0RtlEIUY,UCnCc2hoKoiymztIzJ3rgSzA,La segunda República fue horrible a poco que leas un poco sobre ella,segunda blica horribl lea,[0. 0. 0. ... 0. 0. 0.],-1.0
75,75,WGC0RtlEIUY,UC01CvkzTTdrkmLtCcmACvBw,"Ancianos que vivieron en dictadura: Necesitáis una república, por vuestro futuro.
Jóvenes de hoy en día: FRANCO FRANCO FRANCO FRANCO",anciano vivieron dictadura necesit blica futuro vene franco franco franco franco,[0. 0. 0. ... 0. 0. 0.],-1.0
76,76,WGC0RtlEIUY,UC01CvkzTTdrkmLtCcmACvBw,"Yo prefiero la República, pero las cosas como son, este rey me cae muy bien, así que de momento me da igual, mientras no haya dictadura, me da igual.",prefiero blica cosa bien momento igual mientra dictadura igual,[0. 0. 0. ... 0. 0. 0.],0.0
77,77,WGC0RtlEIUY,UCLxwGOrXF8VdrGM7ehBM2mA,Dónde está el debate?? No lo he visto....Es el primer debate de la historia en el que sólo hay un participante... jajajaja,debat visto primer debat historia participant jajajaja,[0. 0. 0. ... 0. 0. 0.],0.0
78,78,WGC0RtlEIUY,UClhAFAuNu10_Jvi3GSfW-cg,Rumania es republica pero con casa real,rumania republica casa real,[0. 0. 0. ... 0. 0. 0.],0.0
79,79,WGC0RtlEIUY,UC0HaksQ7tg83wrX4hqsY6FQ,Yo siempre República ❤️💛💜💪👏👏👏🙌🙌🙌,siempr blica,[0. 0. 0. ... 0. 0. 0.],0.0
80,80,4mMkLK7khPY,UCgW7xHsCcD7fCUpo0g0OkeA,La mayoría no saben lo que quieren,mayor saben quieren,[0. 0. 0. ... 0. 0. 0.],0.0
81,81,4mMkLK7khPY,UCet4CrgT5eUA3zRRMIUeBpw,"El pueblo granadino es muy sabio.
Prefieren que sea todo el pueblo español el que decida sobre Monarquía o República, de manera libre y democrática ,en un referéndum.
Aunque El Gran Marqués de Croix lo dijo de manera muy clara, en el siglo XVIII: ""Los súbditos sólo han nacido para callar y para obedecer...No están para discutir los Asuntos Públicos que sólo le competen al Gran Soberano...""",pueblo granadino sabio prefieren pueblo espa decida monarqu blica manera libr democr tica refer ndum aunqu gran marqu croix dijo manera clara siglo xviii bdito nacido callar obedec discutir asunto blico competen gran soberano,[0. 0. 0. ... 0. 0. 0.],0.0
82,82,4mMkLK7khPY,UCrJzPfEHQ_Sbc4SXWCFdvqA,"La monarquía es en definición España… 
El Estado surgió con la unión de dos reyes quienes delegaron un territorio unido a su hija y a sus descendientes.. Los Habsburgo y los Borbónes 
Sin monarquia lo correcto es que cada territorio pueda ser independiente ya que la corona es la unión de gran parte de la península bajo un gobernante de legítima herencia… obviamente monarcas católicos millones de españoles dieron sus vidas defendiendo la fe católica por europa pero ya los tiempos donde la iglesia tenga un peso en el estado no es necesario más que algo cultural y representativo.",monarqu definici espa surgi rey delegaron territorio unido hija descendient habsburgo borb monarquia correcto cada territorio pueda independient corona gran part nsula bajo gobernant tima herencia obviament monarca lico millon espa ole dieron vida defendiendo lica europa tiempo iglesia peso necesario cultur representativo,[0. 0. 0. ... 0. 0. 0.],0.0
83,83,4mMkLK7khPY,UCYNmfYvS9SVTtVIFqsW_6cg,"Los jovenes en mayoria se inclinan para republica.
interesante dato",joven mayoria inclinan republica interesant dato,[0. 0. 0. ... 0. 0. 0.],1.0
84,84,4mMkLK7khPY,UCN5HJttR33YtoLow6N0Ab7A,"Venga que se pongan todos los monarcas a trabajar, en el campo.",venga pongan monarca trabajar campo,[0. 0. 0. ... 0. 0. 0.],0.0
85,85,4mMkLK7khPY,UCApJd3w-i1TXXJewGlxeW9g,"Manteniendo princesas y principes, que esten forrados en euros. Jijiiii.",manteniendo princesa princip esten forrado euro jijiiii,[0. 0. 0. ... 0. 0. 0.],0.0
86,86,4mMkLK7khPY,UCy9zqGmAszfSbmuDtB6JAXw,MONARQUÍA??? QUE PINTAN LOS MILLONES QUE TIENEN LAS DOS NIÑAS DIABOLICAS EN EL BANCO? AHHH PERO LUEGO NO HAY PARA LAS PENSIONES OSTIA TU!,monarqu pintan millon diabolica banco ahhh luego pension ostia,[0. 0. 0. ... 0. 0. 0.],0.0
87,87,4mMkLK7khPY,UCApJd3w-i1TXXJewGlxeW9g,Ua debe de acabar esas cosas.,debe acabar cosa,[0. 0. 0. ... 0. 0. 0.],-1.0
88,88,4mMkLK7khPY,UCvVYJUKL_0lzGxSAOz697DQ,"Ancianos Monarquía, que Jóvenes República.",anciano monarqu vene blica,[0. 0. 0. ... 0. 0. 0.],-1.0
89,89,4mMkLK7khPY,UC7wmrcqQyasktlc4_ur-H6g,Lloro con el que dice que la Guerra Civil fue por culpa de la república.,lloro dice guerra civil culpa blica,[0. 0. 0. ... 0. 0. 0.],-1.0
90,90,4mMkLK7khPY,UCm1UJlRFcKm1JAPjRIM2tSw,Los jóvenes quieren más república que algunos viejos,vene quieren blica viejo,[0. 0. 0. ... 0. 0. 0.],-1.0
91,91,4mMkLK7khPY,UCns0pqXmf5l2gMDyasWzyMw,En España tenemos que dejarnos de gilipolleces. Instaurar la democracia formal y la republica constitucional.,espa dejarno gilipollec instaurar democracia formal republica constitucion,[0. 0. 0. ... 0. 0. 0.],0.0
92,92,4mMkLK7khPY,UCIAC2QUSP_Lvf3CUMxVvSgg,Viva la monarquia constitucional!,viva monarquia constitucion,[0. 0. 0. ... 0. 0. 0.],1.0
93,93,4mMkLK7khPY,UC7KX0A96GNJGGo2Lo1JK3Yw,Mejor dictadura,mejor dictadura,[0. 0. 0. ... 0. 0. 0.],0.0
94,94,4mMkLK7khPY,UCLChT9MUUlDQxq6_uYksALw,"Jóvenes republicanos que no han vivido la república... Es más, no saben ni siquiera argumentar solidamente su decisión; creen que la república es güay y ""actual style""",vene republicano vivido blica saben siquiera argumentar solidament decisi creen blica actual style,[0. 0. 0. ... 0. 0. 0.],0.0
95,95,4mMkLK7khPY,UCU8WAzA4OfaofVfqmE4Qo8A,🟥🟨🟪 III República ya!,blica,[0. 0. 0. ... 0. 0. 0.],0.0
96,96,4mMkLK7khPY,UC6ViKRdb0RmIzpRPNbhdtLw,"España no puede vivir sin rey, la historia lo demuestra",espa pued vivir historia demuestra,[0. 0. 0. ... 0. 0. 0.],0.0
97,97,4mMkLK7khPY,UCUKy1P6brTHtuS5H8sYq9aQ,"Yo prefiero republica, q se vote el jefe de estado, no que sea hereditario, y este rey lo esta haciendo bien no me importaría votarlo",prefiero republica vote jefe hereditario haciendo bien importar votarlo,[0. 0. 0. ... 0. 0. 0.],-1.0
98,98,4mMkLK7khPY,UCjKU_2ELBRUo0v7cwicFCSQ,Republica por dios la modelito q se compre sus vestido con su dinero fuera reina de pacotilla,republica dio modelito compr vestido dinero reina pacotilla,[0. 0. 0. ... 0. 0. 0.],-1.0
99,99,4mMkLK7khPY,UCjKU_2ELBRUo0v7cwicFCSQ,Tanto dinero q se ganan por hacer nada,dinero ganan hacer,[0. 0. 0. ... 0. 0. 0.],0.0
100,100,S1-wpBi4uDM,UClFN31ITI9XGmBtBTxjrJVA,Con el antiguo rey si con Felipe no,antiguo felip,[0. 0. 0. ... 0. 0. 0.],0.0
101,101,S1-wpBi4uDM,UC6ehzYMmiQ3R1nRvyOp6Ffw,La monarquía deben caer,monarqu deben caer,[0. 0. 0. ... 0. 0. 0.],-1.0
102,102,S1-wpBi4uDM,UC6_VgCOLeeiU1oZy30LJOJg,"La Monarquía española debe acabar. No hacen nada, Felipe 6 ni siquiera defiende a España frente a los que la quieren desmembrar",monarqu espa debe acabar hacen felip siquiera defiend espa frent quieren desmembrar,[0. 0. 0. ... 0. 0. 0.],-1.0
103,103,S1-wpBi4uDM,UCgedAVsfxm8p2U3dhPsTVpg,Venga referéndum ya¡¡¡ la democracia es para ellos. No hay democracia si no hay referéndum. Es una dictadura sorda,venga refer ndum democracia democracia refer ndum dictadura sorda,[0. 0. 0. ... 0. 0. 0.],0.0
104,104,S1-wpBi4uDM,UChQ6PULsGmzB-fzz-j8ilTA,"Querer una República en España es obsceno , asqueroso y anti Democrático .Es como haberle disparado a una persona dos veces distintas para ver si les hacía daño y después de que casi mueren de hemorragia en ambos casos , querer meterles un tercer tiro diciendo ""Este seguro lo deja en buena forma"" .Los Españoles dos veces se sumieron en falsas Repúblicas y dos veces pidieron el retorno de los Monarcas legítimos .Querer ""República"" es querer cagarse en la voluntad popular y querer matar a España (Que ya las Repúblicas mucha sangre derramaron) .España ha tenido Reyes desde al menos 1200 años y estos la han visto convertirse en el Imperio más grande de la historia .Son el símbolo de la Unidad Cultural y Nacional de una Patria ancestral y grande .

Desde Argentina , una nación que tristemente dejó de ser gobernada por los Reyes de España , grito yo: VIVA EL REY DON FELIPE VI .",querer blica espa obsceno asqueroso anti democr tico haberl disparado persona vece distinta despu casi mueren hemorragia ambo caso querer meterl tercer tiro diciendo seguro deja buena forma espa ole vece sumieron falsa blica vece pidieron retorno monarca timo querer blica querer cagars voluntad popular querer matar espa blica mucha sangr derramaron espa rey meno visto convertirs imperio grand historia mbolo unidad cultur nacion patria ancestr grand argentina naci tristement gobernada rey espa grito viva felip,[0. 0. 0. ... 0. 0. 0.],-1.0
105,105,S1-wpBi4uDM,UCaliid0ZYV1-6lmpMjypXpQ,Valen verga de la mano todos los españoles,valen verga mano espa ole,[0. 0. 0. ... 0. 0. 0.],-1.0
106,106,S1-wpBi4uDM,UCgPbPNEzjRNF6vowWZQoGsQ,"En España, la minoría que reclama republica se divide en dos bandos y eso deben tenerlo claro. Hay un tipo de republica democrática como Alemania, Francia o Italia pero los comunistas que desean proclamar la republica y derrocar a nuestro Rey, lo que anhelan es una republica comunista dictatorial y no democrática.",espa minor reclama republica divid bando deben tenerlo claro tipo republica democr tica alemania francia italia comunista desean proclamar republica derrocar anhelan republica comunista dictatori democr tica,[0. 0. 0. ... 0. 0. 0.],0.0
107,107,S1-wpBi4uDM,UCI7bXCc2lvMHzoc6_28zOlA,"viva el REY NO DE ESPAÑA!! POR SIEMPRE!""! SALUDOS DESDE EL VIRREINATO DEL PERU!!!... ojalá jamás nos hubiéramos separado de España. La república es una basura .. lo digo yo que vive en una",viva espa siempr saludo virreinato peru ojal hubi ramo separado espa blica basura digo vive,[0. 0. 0. ... 0. 0. 0.],0.0
108,108,S1-wpBi4uDM,UCJ_cv92011ij0MxXSdSqMhQ,Abajo la monarquía,abajo monarqu,[0. 0. 0. ... 0. 0. 0.],-1.0
109,109,S1-wpBi4uDM,UCJQMQlkO13vDEIBAzy1oG8g,"Para que este liderada por estos analfabetos y catetos, mejor seguir en una monarquia parlamentaria que no ha sido obstaculo para que España haya podido convertirse en una de las naciones mas democraticas del mundo en apenas 30 años, y mira que lo dife un republicano pero leal a la bandera rojigualda que es la legitima que lleva siendo oficial desde 1785",liderada analfabeto cateto mejor seguir monarquia parlamentaria sido obstaculo espa podido convertirs nacion democratica mundo apena mira dife republicano leal bandera rojigualda legitima lleva siendo ofici,[0. 0. 0. ... 0. 0. 0.],-1.0
110,110,S1-wpBi4uDM,UCGOC7bmVnx8FsJRdTLOIKAQ,España es una dictadura monárquico-fascista. FUERA NAZIS. *ACCIÓN ANTIFASCISTA* ⚫⚫☆❤❤,espa dictadura rquico fascista nazi acci antifascista,[0. 0. 0. ... 0. 0. 0.],-1.0
111,111,S1-wpBi4uDM,UC26aXa2nDLn4XRNmHheek2w,Muerte a los Borbones,muert borbon,[0. 0. 0. ... 0. 0. 0.],-1.0
112,112,S1-wpBi4uDM,UCvIyryVCWi3VjXuJAsr8WBA,_Yo pienso que no debería existir República en un pueblo ignorante_,pienso deber existir blica pueblo ignorant,[0. 0. 0. ... 0. 0. 0.],-1.0
113,113,S1-wpBi4uDM,UCJgMPJGJ0VM77ngJZx-LO2Q,Que sale mas barata la republica😂😂😂😂😂😂(350millones se habla),sale barata republica millon habla,[0. 0. 0. ... 0. 0. 0.],0.0
114,114,S1-wpBi4uDM,UCv8DpCESee5njpnnBwYvGrw,"1:00 ""La republica es mucho más barata""
- República portu: 16 millones €
- República alemana: 20 millones €
- República de francesa: 103 millones €
- República italiana: 228 millones €

- Monarquía española: 8 millones €
- Monarquía sueca: 12, 76 millones €
- Monarquía danesa: 13, 3 millones €
- Monarquía noruega: 25, 6 millones €",republica barata blica portu millon blica alemana millon blica francesa millon blica italiana millon monarqu espa millon monarqu sueca millon monarqu danesa millon monarqu noruega millon,[0. 0. 0. ... 0. 0. 0.],0.0
115,115,S1-wpBi4uDM,UCTk4CfBQvT44r8mGloPTRRg,CABRONÉS,cabron,[0. 0. 0. ... 0. 0. 0.],0.0
116,116,S1-wpBi4uDM,UCTk4CfBQvT44r8mGloPTRRg,VIVA MÉXICO,viva xico,[0. 0. 0. ... 0. 0. 0.],0.0
117,117,S1-wpBi4uDM,UCTk4CfBQvT44r8mGloPTRRg,Si,,[0. 0. 0. ... 0. 0. 0.],
118,118,S1-wpBi4uDM,UCdOoglA73Rvg15_jxk4TSbQ,Algunos argumentos demuestran el poco conocimiento que se tiene real de esta institución....,argumento demuestran conocimiento real instituci,[0. 0. 0. ... 0. 0. 0.],0.0
119,119,S1-wpBi4uDM,UCUtW5qbs20TgDBJ2_58sEVQ,"Muy mal lo que dice esa mujer de que la república es más barata, como que no sabe nada sobre ella. La república es más cara ya que ni tiene complementos que no tiene la monarquía y aparte si una persona ha sido presidente de la república tiene una paga de por vida",dice mujer blica barata sabe blica cara complemento monarqu apart persona sido president blica paga vida,[0. 0. 0. ... 0. 0. 0.],0.0
120,120,nznqqPKN3gM,UCx4lbqHz-4XZGT2evhuH9Ag,"Republicanos de tres al cuarto, abrid un libro.",republicano tre cuarto abrid libro,[0. 0. 0. ... 0. 0. 0.],0.0
121,121,nznqqPKN3gM,UCVozh78b3nGoXhc0qRP8lBw,"Franc Nicolás, tienes talento yo de ti me haría fichar en algun escaparate donde se subsane tu persona. O sea algo que de a entender q las cosas viejas sin cosas de infancia. No vivas del pequeño nicolas. Es una pena desoerdiciar tu talento en esta sociedad q no te pueden dirar ni una piedra",franc nicol talento fichar algun escapar subsan persona entend cosa vieja cosa infancia viva pequ nicola pena desoerdiciar talento sociedad pueden dirar piedra,[0. 0. 0. ... 0. 0. 0.],0.0
