,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
201,mIje9K8t_Sc,UCbVB-IetTQfkN9CGT5n57aw,Falso. Hay una baja popularidad hacia la falsa democracia socialista. La Monarquía prevalecerá en Francia.,[0. 0. 0. ... 0. 0. 0.],falso baja popularidad hacia falsa democracia socialista monarqu prevalec francia,-1.0
202,mIje9K8t_Sc,UC9oOo1MwiM1MsgCWQlAfRMg,Las monarquías junto con iglesia sobran en la vida moderna . Sólo an traído gerras ..nos mantienen con leyes que solo venefician a estas familias de sangre azul y las creencias en Dios .por favor no me contéis cuentos .,[0. 0. 0. ... 0. 0. 0.],monarqu junto iglesia sobran vida moderna gerra mantienen ley solo venefician familia sangr azul creencia dio favor cont cuento,-1.0
203,mIje9K8t_Sc,UCMq51jQ3EBweqW6s6pbld8A,"ES COSTUMBRE REAL EL ROBAR, PERO LOS BORBONES EXAGERAN. Charles Maurice de Tayllerand.",[0. 0. 0. ... 0. 0. 0.],costumbr real robar borbon exageran charl mauric tayllerand,-1.0
206,mIje9K8t_Sc,UCseG53j0IAcrNLvNK6pWn8w,O en el peor de los casos agan denuevo Guerra ahorita ya no está hitler para que allude ala monarquía española,[0. 0. 0. ... 0. 0. 0.],peor caso agan denuevo guerra ahorita hitler allud monarqu espa,-1.0
207,mIje9K8t_Sc,UCseG53j0IAcrNLvNK6pWn8w,No sé de que se quejan o mínimo bajenle los impuestos al rey,[0. 0. 0. ... 0. 0. 0.],quejan nimo bajenl impuesto,-1.0
209,mIje9K8t_Sc,UCseG53j0IAcrNLvNK6pWn8w,Eso no es crisis onestamente ballan a cualkier país de América latina y veran que nosotros estamos peor amigos españoles,[0. 0. 0. ... 0. 0. 0.],crisi onestament ballan cualkier rica latina veran peor amigo espa ole,-1.0
212,mIje9K8t_Sc,UCLsMYR5gMWCyvPPjHWuniUw,Hay algún partido nuevo que no defiende abusador.,[0. 0. 0. ... 0. 0. 0.],partido nuevo defiend abusador,-1.0
214,mIje9K8t_Sc,UCxEb4aT7LyUGmX5dyK3dZdw,"10:54 estos jóvenes Españoles. ¡NO NOS REPRESENTAN! Es una vergüenza decir ""presunto"" y hablar de un juicio que sólo puede ser moral ya que por ley un rey no puede ser juzgado como cualquier otro Español. Hay pruebas que evidencian la corrupción de Juan Carlos y de las instituciones. Lo que no podemos hacer es olvidar y tapar con tierra la ilegalidad por la historia y lo que consiguió para este país. Similitud a cuando hablan del caudillo como alguien que hizo pantanos y carreteras... Una auténtica locura ensalzar lo bueno que hicieron para tapar la dictadura, la corrupción y la falta de moral con su pueblo. Basta ya de tanta tomadura de pelo... España merece justicia, como tantos países aún más anclados en este tipo de instituciones y dictaduras clasistas. Por un mundo libre de corrupción y aún más de dictadura!",[0. 0. 0. ... 0. 0. 0.],vene espa ole representan verg enza decir presunto hablar juicio pued moral pued juzgado cualquier espa prueba evidencian corrupci juan carlo institucion podemo hacer olvidar tapar tierra ilegalidad historia consigui similitud hablan caudillo alguien hizo pantano carretera ntica locura ensalzar bueno hicieron tapar dictadura corrupci falta moral pueblo basta tanta tomadura pelo espa merec justicia tanto anclado tipo institucion dictadura clasista mundo libr corrupci dictadura,-1.0
217,mIje9K8t_Sc,UC6ICkXzKxhP2gZTLOlhL3_A,"Prefieren creerle a una arribista,  trepadora, que darle un voto de confianza a quien fuera su rey. Que ha pedido perdón, pública y notoriamente a través de la televisión, que más quieren que haga para expresar su arrepentimiento, que levite será, el que es libre de pecado que tire la primera piedra, eso parece una conjura, ""todos contra el rey"", al árbol caído hagámoslo leña.",[0. 0. 0. ... 0. 0. 0.],prefieren creerl arribista trepadora darl voto confianza pedido perd blica notoriament trav televisi quieren haga expresar arrepentimiento levit libr pecado tire primera piedra parec conjura rbol moslo,-1.0
219,mIje9K8t_Sc,UCCyk4lnpxmlNAmOuKoqxFUQ,"va llegar un momento que alguien tarde o temprano independizara Andorra,Catalan y España y los 3 paises que hablan castellano se volveran republicas presidencialistas capitalistas",[0. 0. 0. ... 0. 0. 0.],llegar momento alguien tard temprano independizara andorra catalan espa pais hablan castellano volveran republica presidencialista capitalista,-1.0
228,2t4Rtj27Uwo,UCHp_zlH5JvjTeZ2kDY3WrHA,Digna heredera de la corona española de presunta nada,[0. 0. 0. ... 0. 0. 0.],digna heredera corona espa presunta,-1.0
230,2t4Rtj27Uwo,UCMt_4MX4n2ESWMUZ-97N3uw,Tu madre te hundirá!!!!!,[0. 0. 0. ... 0. 0. 0.],madr hundir,-1.0
231,2t4Rtj27Uwo,UCoPi7I61R96tXEPD7qbOmVw,¿ No recuerdan como trató a la abuela la malcriada esta?,[0. 0. 0. ... 0. 0. 0.],recuerdan trat abuela malcriada,-1.0
235,2t4Rtj27Uwo,UCSvEmn5Ms5qVGQvJdAUL4kQ,"Como se parece a la su media hermana la hija de Felipe con Elizabeth con su primera novia. Que pena que Felipe no se aya casado con Elizabeth pues ella si era digna de ser reina , Pero el pobre Felife se dejo seducir por una experta en hombres Letizia puesta se dice que tuvo por lo menos 12 amantes y un divorcio antes de Felipe y otra cosa con Leticia es grocera , prepotente , fribola y se gasta el dinero del pueblo despiadadamente en cirugias plasticas , ropas carcimas siempre hace noticia por los excecivos gastos y por mostrar su lujos , pero de que aga algo bueno por el pueblo no 😞",[0. 0. 0. ... 0. 0. 0.],parec media hermana hija felip elizabeth primera novia pena felip casado elizabeth pue digna reina pobr felif dejo seducir experta hombr letizia puesta dice meno amant divorcio felip cosa leticia grocera prepotent fribola gasta dinero pueblo despiadadament cirugia plastica ropa carcima siempr hace noticia excecivo gasto mostrar lujo bueno pueblo,-1.0
237,2t4Rtj27Uwo,UCHMRQ9TRJDg6mER24dSa2ew,"El  rey  don Juan Carlos se fue de España debido a la ley que lo exilió para no meterlo a la cárcel or sus inadecuados manejos financieros.
No fue Leticia quien lo echó.,ya lo olvidaron ?",[0. 0. 0. ... 0. 0. 0.],juan carlo espa debido exili meterlo rcel inadecuado manejo financiero leticia olvidaron,-1.0
240,DDMIofhc1wo,UCPOFnRYCCd5mEoAuoSyAAxA,"Lo mas gracioso es el perfil de los simpatizantes de la Monarquia. Le preguntan a esta senora por qué y responde es una persona muy preparada, tiene 18 anos?  hahaha Podrian poner un yogourt y haria lo mismo que dice la segunda persona, No hace dano y tiene probioticos..  Ya basta de parasitos en el Poder. Républica YA!!!",[0. 0. 0. ... 0. 0. 0.],gracioso perfil simpatizant monarquia preguntan senora respond persona preparada ano hahaha podrian poner yogourt haria mismo dice segunda persona hace dano probiotico basta parasito poder publica,-1.0
243,DDMIofhc1wo,UCVfvn80nMGxpebVLettSmGQ,No se Nota casi nada que es una encuesta manipuladora contra la monarquía…. Casi no se nota…,[0. 0. 0. ... 0. 0. 0.],nota casi encuesta manipuladora monarqu casi nota,-1.0
248,DDMIofhc1wo,UCJ6kvHiDLpkCVb7BYeJ7FrA,"Monarquía es del medievo, un gasto innecesario, que voten los ciudadanos.",[0. 0. 0. ... 0. 0. 0.],monarqu medievo gasto innecesario voten ciudadano,-1.0
249,DDMIofhc1wo,UCIAD0zt1Z30nb51-3htpmZw,"YO DIGO NO A LA MORNARQUÍA NI AL ABUSO DE PODER , QUE SE PONGAN A TRABAJAR , LA CONSTITUCIÓN DICE QUE TODOS LOS ESPAÑOLES SOMOS IGUALES PERO EH AL REY REINA NI SE NOMBRA , HAY MONTON DE COSAS EN LAS QUE GASTAR DINERO NO EN SUS LUJOS Y TONTERÍAS",[0. 0. 0. ... 0. 0. 0.],digo mornarqu abuso poder pongan trabajar constituci dice espa ole igual reina nombra monton cosa gastar dinero lujo tonter,-1.0
250,DDMIofhc1wo,UCqMav6y-lGbGjzkmnK-fddQ,referendum a la mierdarquia ya,[0. 0. 0. ... 0. 0. 0.],referendum mierdarquia,-1.0
253,DDMIofhc1wo,UCq8mdDfMB4BA-kSQojhuDIA,"Pantomima lujo y menos dinero para el pueblo
Ves a esas pobres mujeres decir que da seguridad la monarquia
Da pena escuchar",[0. 0. 0. ... 0. 0. 0.],pantomima lujo meno dinero pueblo pobr mujer decir seguridad monarquia pena escuchar,-1.0
254,DDMIofhc1wo,UCzcskHzE8buTFjnpmRqL6ZA,"Soy republicano, pero prefiero mil veces a esta gente que está en la familia real a todos los políticos que tiene este país, menos aún a un Pedro Sánchez, que cada vez que pasa por el espejo se lanza besos. Peor aún es ver como la gente sigue votando a este Tio. Lo está haciendo mejor un tío que no hemos votado como Felipe VI que un tío que lleva en el poder 6 años sin ninguna mayoría absoluta. El pueblo habló en su momento con la monarquía, y el pueblo sigue hablando, luego no critiquemos cuando no nos gustan algunas cosas de la democracia, si votáis a un tío que gobierna con fascista como PODEMOS o EHBILDU",[0. 0. 0. ... 0. 0. 0.],republicano prefiero vece gent familia real tico meno pedro nchez cada pasa espejo lanza beso peor gent sigu votando haciendo mejor votado felip lleva poder ninguna mayor absoluta pueblo habl momento monarqu pueblo sigu hablando luego critiquemo gustan cosa democracia gobierna fascista podemo ehbildu,-1.0
255,DDMIofhc1wo,UC6kqhgaRSTc3d5TrlwG30aw,"Vaya intento de lavado de cara a tanta corrupción y a los Borbones, lacra donde los haya .
Es antagónico, y anacrónico, en una  supuesta democracia.",[0. 0. 0. ... 0. 0. 0.],vaya intento lavado cara tanta corrupci borbon lacra antag nico anacr nico supuesta democracia,-1.0
256,DDMIofhc1wo,UCEvqjfTlTHPDWQC5vZQdztw,"Quiero un país de progreso, democracia y prosperidad. Es totalmente verdad que la monarquía ni hace ni sirve para exactamente nada, es más, a lo largo de la historia se han portado como semidioses  disponiendo de la vida de los ciudadanos a su antojo, protegiendo sus privilegios y las de los nobles y la alta iglesia, avasallando, sometiendo al pueblo. Hoy en día, con una monarquía parlamentaria y democrática, es prácticamente una república y así no va muy bien.  España es una gran democracia, con excepción de algunos partidos que practican la mentira sistemática, la tensión inventada, el metemierdismo y son expertos en robar y defender al franquismo.",[0. 0. 0. ... 0. 0. 0.],quiero progreso democracia prosperidad totalment verdad monarqu hace sirv exactament largo historia portado semidios disponiendo vida ciudadano antojo protegiendo privilegio nobl alta iglesia avasallando sometiendo pueblo monarqu parlamentaria democr tica cticament blica bien espa gran democracia excepci partido practican mentira sistem tica tensi inventada metemierdismo experto robar defend franquismo,-1.0
257,DDMIofhc1wo,UCDjBXUBG1OJmtZ_0kCbkCVg,"Resulta absurdo e inaceptable que en pleno siglo XXl todavia se rinda pleitesia a una familia "" real""... Y lo mas grave es que los argumentos a favor solo enfatizan o hacen hincapie en aspectos frivolos e irrelevantes : "" la princesa es muy bonita"" "" esta muy preparada""... 
Mientras pierden de vista lo fundamental : gravisimos y reiterados episodios de corrupcion ,diversas irregularidades, una reina consorte soberbia,narcisista,arrogante...
En fin...",[0. 0. 0. ... 0. 0. 0.],resulta absurdo inacept pleno siglo todavia rinda pleitesia familia real grave argumento favor solo enfatizan hacen hincapi aspecto frivolo irrelevant princesa bonita preparada mientra pierden vista fundament gravisimo reiterado episodio corrupcion diversa irregularidad reina consort soberbia narcisista arrogant,-1.0
259,DDMIofhc1wo,UCDjBXUBG1OJmtZ_0kCbkCVg,"La monarquía aporta seguridad ??!!!
Una monarquía rancia, corrupta, decadente...pobre gente, se quedaron instalados en la Edad Media aferrados al cuento de hadas, soñando con princesas e historias color de rosa!!! 
Viva la República!!!",[0. 0. 0. ... 0. 0. 0.],monarqu aporta seguridad monarqu rancia corrupta decadent pobr gent quedaron instalado edad media aferrado cuento hada ando princesa historia color rosa viva blica,-1.0
268,nzotbqmw10c,UCfa8MrOLVlxzUBe2jPh08TQ,El rey sus hermanas y su señora madre cobran sueldo en una república solo habría un sueldo el del jefe de estado republicano,[0. 0. 0. ... 0. 0. 0.],hermana madr cobran sueldo blica solo habr sueldo jefe republicano,-1.0
270,nzotbqmw10c,UCFn8SHwn8Sy78wESW7AhWbQ,"Es una imbecilidad tener reyes hoy en día!!!
Estamos tan atrasados!!",[0. 0. 0. ... 0. 0. 0.],imbecilidad tener rey atrasado,-1.0
271,nzotbqmw10c,UCHEW5bBS5rPnOIPLoonqW4w,"Lo ideal sería que se quitara la monarquía y que Felipe hiciera un partido político,está mil veces más preparado que los bocachanclas que tenemos de politicos",[0. 0. 0. ... 0. 0. 0.],ideal quitara monarqu felip hiciera partido tico vece preparado bocachancla politico,-1.0
272,nzotbqmw10c,UC-G27vexiGMBLqnsg5CJFJA,"1:23 
X q no también se quejan que más feministas toman sus impuestos para hacer sus wbds políticas que ahí se agarran más plata que la corona",[0. 0. 0. ... 0. 0. 0.],tambi quejan feminista toman impuesto hacer wbd tica agarran plata corona,-1.0
274,nzotbqmw10c,UCdF1_Pbvv2DPjRisFJSLhjA,"Miren Españoles yo como latinoamericano republicano desgraciadamente les aconsejo algo,NO SEAN UNA REPÚBLICA,si ya de por sí están medio mal como monarquía imagínense con una república!,no me creen?,tomen de ejemplo a los países latinoamericanos",[0. 0. 0. ... 0. 0. 0.],miren espa ole latinoamericano republicano desgraciadament aconsejo blica medio monarqu imag nens blica creen tomen ejemplo latinoamericano,-1.0
275,nzotbqmw10c,UCl31x2aPh4alaj0_XTtIMjA,Si aceptas gustoso que alguien  sea jefe de tu Estado sólo por su apellido como se te ocurre esperar que los politcos te respeten siendo tan tonto y besa culos. Y si no te ganas el respeto y miedo de tus políticos como esperas que ellos no te roben y abusen de ti. Si es que tenemos lo que merecemos. Ahora vendrá el tonto de turno a decir que cada cual tiene derecho a tener su opinión. Pues si cada tiene derecho a ser retrasado pero despues que los monarquicos no me vengan a llorar y a quejarse de los politicos porque me da la risa.,[0. 0. 0. ... 0. 0. 0.],acepta gustoso alguien jefe apellido ocurr esperar politco respeten siendo tonto besa culo gana respeto miedo tico espera roben abusen merecemo ahora vendr tonto turno decir cada derecho tener opini pue cada derecho retrasado despu monarquico vengan llorar quejars politico risa,-1.0
277,nzotbqmw10c,UCGrx6npSYmUFqUZYhSDruXQ,Los españoles que nos pasa? Somos unos cobardes o que aver si nos espabilados y luchamos de una vez contra todos los ladrones que nos roban por toda la cara espabilarrrrrr españolessss espabilar ya de una vez por dios,[0. 0. 0. ... 0. 0. 0.],espa ole pasa cobard aver espabilado luchamo ladron roban toda cara espabilarrrrrr espa olessss espabilar dio,-1.0
280,LjEQvk7UNTU,UCjG1wPVpcNNx3hBPg0zwPag,La monarquía es inutil realmente ojala algun dia los destronen.,[0. 0. 0. ... 0. 0. 0.],monarqu inutil realment ojala algun destronen,-1.0
281,LjEQvk7UNTU,UCjfkz8ZPuyXT7b8xxkfyVow,"No entiendo cómo en pleno siglo xxi se continúa con las monarquías, reyes, reinas y demás mamadas.",[0. 0. 0. ... 0. 0. 0.],entiendo pleno siglo contin monarqu rey reina mamada,-1.0
283,LjEQvk7UNTU,UChQ6PULsGmzB-fzz-j8ilTA,"La República es un concepto salvaje y bárbaro que solo se ha empujado con el totalitarismo .Desearlo en España , con el historial que tiene , es desear el exterminio de España .

Viva el Rey .",[0. 0. 0. ... 0. 0. 0.],blica concepto salvaj rbaro solo empujado totalitarismo desearlo espa histori desear exterminio espa viva,-1.0
286,LjEQvk7UNTU,UCWwBMWDwoE2-YiHoSm24D9Q,A ver si se acaba ya de una vez esta tomadura de pelo. Desde cuando un mandatario hereda el cargo? Deben ser ELEGIDOS POR EL PUEBLO,[0. 0. 0. ... 0. 0. 0.],acaba tomadura pelo mandatario hereda cargo deben elegido pueblo,-1.0
289,LjEQvk7UNTU,UCtD1u5WbeGFLLXl-eQaOpVw,"2mil vistas, solo son minorías de progres :v apuesto q si tuvieran democracia tendría un presidente de izquierda o un comunista y más corrupción, y se van terminar quejando como toda Latinoamérica, Latam es una vaina llena de corrupción, la democracia es una mierda.",[0. 0. 0. ... 0. 0. 0.],vista solo minor progr apuesto democracia tendr president izquierda comunista corrupci terminar quejando toda latinoam rica latam vaina llena corrupci democracia mierda,-1.0
290,LjEQvk7UNTU,UCtD1u5WbeGFLLXl-eQaOpVw,"La democracia es una MIERDA.
La democracia está sobrevalorada.
¡Viva la monarquía!",[0. 0. 0. ... 0. 0. 0.],democracia mierda democracia sobrevalorada viva monarqu,-1.0
291,LjEQvk7UNTU,UCYE-xozH-kazgiBDeR0pUgA,"GUILLOTINA.... PARA LAS MONARQUIAS EN ESPAÑA.....NAYSA DE ELECCIONES.........ELLOS SÓLO  SON DE LA DICTADURA.......DEL REGIMEN DE LA DICTADURA FRANQUISTAS.............. ESPAÑA...ESPAÑOLES Y ESPAÑOLAS......... NOOOOOOO
.... QUEREMOS.... MONARQUÍA EN ESPAÑA.... LADRONES...CORRUPTOS... VAGOS.. NOOOOOO TRABAJAN......A LA  .... GUILLOTINA... TODOS.... SIIIIIIIIIIIII......MUERTE A LOS MONÁRQUICOS DICTADURAS.. MARATÓN  AL PUEBLO ESPAÑOL........ BORBONES DICTADURA....YA HICIERON UN GOLPE DE ESTADO...1981...SU OBJETIVO.... QUITAR LA  DEMOCRACIA....EL REGIMEN DEMOCRÁTICO......
S.O.S....MILITARES...ALERTA ROJA A LOS MILITARES DEMOCRÁTICOS ....QUE. DE LA... MONARQUÍA DE LOS BORBONES.... UTILIZA LA BANDERA DE ESPAÑA...COMO SÍMBOLO SUYO...Y DARSE ELLOS PRESTIGIO.... PROMOVER  SU IMAGEN DE FUERZA Y PODER COMO MONARQUÍA. EN ESPAÑA...Y DERROCAR LA LIBERTAD...EL RÉGIMEN DEMOCRÁTICO ESPAÑOL...Y LA POLITICA DEMOCRÁTICA DEL ESTADO ESPAÑOL
..Y MILITAR.......ALERTA ROJA CON ELLOS...LOS MONÁRQUICOS. DICTADURAS FRANQUISTA S...!!!!!!...... VIGILANCIA Y CONTROL HACIA ELLOS.......PELIGRO DE  GOLPE DE ESTADO......Y  CUIDADO CON LOS DICTADORES DE MARRUECOS.... PAREJA DE....LOS... BORBONES...FELIPE VI...Y MOHAMEH VI.....LA  .MISMA LINEA DE  DICTADORES...Y VIVIDORES........ESPAÑA ESTÁ EN PELIGRO CON  LOS BORBONES........EL RÉGIMEN DEMOCRÁTICO.... NOOOOOOO... NECESITA. .. MONARQUÍA...NI CORONAS...NI REINOS....NI REYES....NI  INSTITUCIONES MONÁRQUICAS......NADA  ESO.HSCE FALTA...YQ QUE ..ESO NOOOOOO....SON.... VALORES... HUMANOS..NI DE PRESTIGIO.. HUMANOS.........ESO SÓLO SON ..UNOS VIVIDORES... CONFLICTIVOS....QUE SE ALÍAN CON OTROS COMO SON ELLOS..... PARA PROMOVER CONFLICTOS ARMADOS... TRÁFICO DE  DROGAS... TRÁFICOS DE  ARMAMENTO... EXPLOTACIÓN DE TODO....LA  SOCIEDAD ESPAÑOLA NO PUEDE. PROSPERAR TA QUE LAS MONARQUIAS SE LKEVAN UN GRAN PATRIMONIO DFL PUEBLO.. JUNTO CON IA BANCA...LOS... MONÁRQUICOS QUE VIVEN DE TODO  ESO...... CUIDADO CON EL   GOBIERNO DE.... LISBOA.......ALLI LOS BORBONES.... TIENEN RELACIONES...Y SALIDA DE ESCAPE.....
POR ESE MOTIVO...EL DICTADOR FRANCO....ENTRE... PORTUGAL.. Y MARRUECOS...Y ALIÁNDOSE.... DICTADURA.   CON ..... HITTLER... PARA FABRICARLE ARMAMENTO Y QUE PUDIERAN  PASAR POR ESPAÑA....A CAMBIO DE AYUDARLE A GANAR LA GUERRA EN ESPAÑA... CONTRA LOS REPUBLICANOS DEMOCRÁTICOS....Y QUITAR LA DEMOCRACIA EN ESPAÑA....E INSTALAR LA DICTADURA...REGIMEN DICTADOR.. FRANQUISTA.... ASÍ SUCEDIÓ.....NO CONFORME JUAN BORBON.. APROVECHO PARA METERSE CON ...EL DICTADOR FRANCO Y AYUDARLE PARA SU RÉGIMEN... ASÍ... CONSIGUIÓ....QUE LE METIERA EN SU RÉGIMEN FRANQUISTA.....Y  LE CONCEDIERA....JEFE DE ESTADO A TÍTULO DE REI....ALGO.... FALSO ....CLARO ESTÁ.....PORQUE FRANCO SABIA QUE ELLOS NOOOOO.... ERAN BORBONES...NI .REYES.....YA QUE LOS ... BORBONES... FUERON ELIMINADOS EN LA... GUILLOTINA...EN FRANCIA...... PERO FRANCO CON TAL QUE LES AYUDASE A GANAR LA GUERRA...SE ALIO   CON CUALQUIERA......AHORA....ESTAN MÉTIDOS EN ESPAÑA ESTÁ GENTE...Y HAY QUE SACARLOS...ANTES DE QUE SIGAN HACIENDO MAS DAÑÓ A LOS ESPAÑOLES.....SON PELIGRO......VIVEN PARA CONSEGUIR LO  QUE ELLOS QUIEREN.... ABUSO SOCIA...DE TODOOOO.",[0. 0. 0. ... 0. 0. 0.],guillotina monarquia espa naysa eleccion dictadura regimen dictadura franquista espa espa ole espa ola nooooooo queremo monarqu espa ladron corrupto vago noooooo trabajan guillotina siiiiiiiiiiiii muert rquico dictadura marat pueblo espa borbon dictadura hicieron golp objetivo quitar democracia regimen democr tico militar alerta roja militar democr tico monarqu borbon utiliza bandera espa mbolo dars prestigio promov imagen fuerza poder monarqu espa derrocar libertad gimen democr tico espa politica democr tica espa militar alerta roja rquico dictadura franquista vigilancia control hacia peligro golp cuidado dictador marrueco pareja borbon felip mohameh misma linea dictador vividor espa peligro borbon gimen democr tico nooooooo necesita monarqu corona reino rey institucion rquica hsce falta noooooo valor humano prestigio humano vividor conflictivo promov conflicto armado fico droga fico armamento explotaci sociedad espa pued prosperar monarquia lkevan gran patrimonio pueblo junto banca rquico viven cuidado gobierno lisboa alli borbon relacion salida escap motivo dictador franco portug marrueco ndose dictadura hittler fabricarl armamento pudieran pasar espa cambio ayudarl ganar guerra espa republicano democr tico quitar democracia espa instalar dictadura regimen dictador franquista sucedi conform juan borbon aprovecho meters dictador franco ayudarl gimen consigui metiera gimen franquista concediera jefe tulo falso claro franco sabia nooooo borbon rey borbon eliminado guillotina francia franco ayudas ganar guerra alio cualquiera ahora estan tido espa gent sacarlo sigan haciendo espa ole peligro viven conseguir quieren abuso socia todoooo,-1.0
