,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
95,VhdvJLKVIHQ,UCiFMFd-Iv_EZ3H_8pugUZBw,"No veo noticias de la manada de Sabadell,  pasa algo. ? Las feministas no reclaman nada  ? Como es posible que hayan habido dos agresiones sexuales en Cataluña en un mes y no abrais los telediarios ?  Sera por que igual ""no son mucho y muy españoles'""los ""presuntos autores""  ?  Sera por que ahora respetais la presunción de Inocencia  ? Me alegraría si fuera por el segundo motivo. Gracias CNN por vuestra credibilidad.",[0. 0. 0. ... 0. 0. 0.],noticia manada sabadel pasa feminista reclaman posibl agresion sexual catalu abrai telediario sera igual espa ole presunto autor sera ahora respetai presunci inocencia alegrar segundo motivo gracia credibilidad,0.0
102,7uBV6pIDAQw,UCOIciaoVtXRZDKe9wuRMubA,La universidad de Madrid la la complutense es un fábrica de fascista y han prohibido y acto de memoria a las víctimas de eta y como es pública tendrían que echar a estos fascista de la universidad y el primero que tendría que salir es el director porque sera viva vox,[0. 0. 0. ... 0. 0. 0.],universidad madrid complutens brica fascista prohibido acto memoria ctima blica tendr echar fascista universidad primero tendr salir director sera viva,0.0
106,7uBV6pIDAQw,UCBYLGpKSJPxBLB_nl4Cedtw,"Supongamos que un hombre maltrata física y psicológicamente a una mujer, y pongamos también el otro caso en el que una mujer le hace lo mismo pero a un hombre x creo que ha quedado bien claro el ejemplo que quiero poner ahora la pregunta,¿En este caso específico y en esta situación de violencia hacia el uno al otro los de Vox se quedarían sin hacer nada ?",[0. 0. 0. ... 0. 0. 0.],supongamo hombr maltrata sica psicol gicament mujer pongamo tambi caso mujer hace mismo hombr creo quedado bien claro ejemplo quiero poner ahora pregunta caso espec fico situaci violencia hacia quedar hacer,0.0
107,7uBV6pIDAQw,UCBYLGpKSJPxBLB_nl4Cedtw,"Hola muy buenas a ver si me ha quedado claro algo porque tengo una gran duda referente a la violencia de género por parte del hombre hacia la mujer, creo haber entendido que este partido o sea los de Vox me parece ver entendido que que están en contra de no defender un acto de violencia por parte de un hombre hacia una mujer o al menos eso me pareció a mí así que agradecería cualquier información al respecto.",[0. 0. 0. ... 0. 0. 0.],hola buena quedado claro gran duda referent violencia nero part hombr hacia mujer creo haber entendido partido parec entendido defend acto violencia part hombr hacia mujer meno pareci agradec cualquier informaci respecto,0.0
109,7uBV6pIDAQw,UCrNyFNx5z-bzrX9RGSbPjlQ,Viva Vox🇪🇸,[0. 0. 0. ... 0. 0. 0.],viva,0.0
115,7uBV6pIDAQw,UCTbNWmaB7VF6JH0s7Bmp45A,Yo de la chica quitaba el micrófono e gritaba todo que tenía que hablar,[0. 0. 0. ... 0. 0. 0.],chica quitaba micr fono gritaba hablar,0.0
120,2Ko9vjqkOAM,UCMP7jOcevdMVAycZvlOGK3w,"PODÉIS SEGUIRME AQUÍ: 
😘Patreon: https://bit.ly/2Wtsuas 
📸Instagram: https://n9.cl/p1q0
🐤Twitter: https://n9.cl/sucz",[0. 0. 0. ... 0. 0. 0.],seguirm patreon http wtsua instagram http twitter http sucz,0.0
123,2Ko9vjqkOAM,UC41qpAslp_82q5bKi1-MC1A,Bueno en  eso la mujer tuvo siempre ventajas en la custodia y tiene lógica sobre todo cuando son niños no es lo mismo el vínculo de los hijos con la mamá ke con el papa,[0. 0. 0. ... 0. 0. 0.],bueno mujer siempr ventaja custodia gica mismo nculo hijo papa,0.0
126,2Ko9vjqkOAM,UCXtkIV08lx-xW9sQ37pw8cw,"Letrada,¿ porque en España si una mujer con antecedentes por denuncias falsas,denuncia por violencia de ""genero"" a un hombre inocente y sin antecedentes penales, porque el hombre va esposado a pasar la noche en el calabozo y le ponen orden de alejamiento? No debería el hombre tener derecho al menos la PRESUNCIÓN DE INOCENCIA, pero la mujer al día siguiente ya puede acogerse a una pensión de 500 euros? Espero su respuesta. Gracias",[0. 0. 0. ... 0. 0. 0.],letrada espa mujer antecedent denuncia falsa denuncia violencia genero hombr inocent antecedent penal hombr esposado pasar noch calabozo ponen orden alejamiento deber hombr tener derecho meno presunci inocencia mujer siguient pued acogers pensi euro espero respuesta gracia,0.0
130,2Ko9vjqkOAM,UCpkeWP7XUqAsH1kmG7x_wLw,Muchas gracias por aclararme las dudas,[0. 0. 0. ... 0. 0. 0.],mucha gracia aclararm duda,0.0
134,2Ko9vjqkOAM,UCmWzsY1J0_2E264lSW5EvUA,En qué quedamos son las mujeres iguales que los hombres o no,[0. 0. 0. ... 0. 0. 0.],quedamo mujer igual hombr,0.0
135,2Ko9vjqkOAM,UC7liQ9qgqwTe9LcOmPcBrOw,Gracias por decir las cosas como son.,[0. 0. 0. ... 0. 0. 0.],gracia decir cosa,0.0
138,2Ko9vjqkOAM,UCsWWET4vpenebUqsqsgZwYg,"Como en muchas leyes el problema muchas veces es su aplicación, no la teoría",[0. 0. 0. ... 0. 0. 0.],mucha ley problema mucha vece aplicaci teor,0.0
139,2Ko9vjqkOAM,UCOKQhUOwtm_kRVX9HA9jbLg,Yo voy a acogerme a esta ley porque me siento igual que un gran banco de inversiones al borde de la quiebra y quiero que me rescaten.,[0. 0. 0. ... 0. 0. 0.],acogerm siento igual gran banco inversion bord quiebra quiero rescaten,0.0
142,y2hdW33BqaU,UCm9nTcLsJcX5WJwCLcc2bzQ,Doctora como me puedo comunicar con usted,[0. 0. 0. ... 0. 0. 0.],doctora puedo comunicar ust,0.0
145,y2hdW33BqaU,UCjZdVl132D7Tstsdo8NZF1A,Que papeles piden para un divorcio y que papeles no debo dar,[0. 0. 0. ... 0. 0. 0.],papel piden divorcio papel debo,0.0
146,y2hdW33BqaU,UCsG-v8GFfyoCy9J39UeVgRA,Lo que pasa que a un amigo lo demandaron por abandono de hogar pero la casa no era de el era de sus papás de la mujer,[0. 0. 0. ... 0. 0. 0.],pasa amigo demandaron abandono hogar casa mujer,0.0
147,y2hdW33BqaU,UCsG-v8GFfyoCy9J39UeVgRA,Hola abogada oyga una pregunta,[0. 0. 0. ... 0. 0. 0.],hola abogada oyga pregunta,0.0
152,VV-i6nzyrJs,UCr-VXV3qMkCStUSSUNB4u8A,La pregunta es ella habla solo para mujeres pero en su publico hay hombres que hacen allí este feminismo es una secta porque sólo habla de mujeres para mujeres que feo la violencia no tiene género viene de ambos lados,[0. 0. 0. ... 0. 0. 0.],pregunta habla solo mujer publico hombr hacen feminismo secta habla mujer mujer violencia nero vien ambo lado,0.0
155,VV-i6nzyrJs,UCfHsd8lcRY9CnlneFmEN8NQ,Esta charla es para siempre.,[0. 0. 0. ... 0. 0. 0.],charla siempr,0.0
156,VV-i6nzyrJs,UC5MNF7fFXG3URmkTWHcu8oA,"Excelente Mensaje, lo he compartido con mi esposa, y lo compartire en el futuro con mi pequeña hija e hijo,  esta tarde lo analizare en clase con mis alumnos,  porque se deben prender las señales, no más víctimas,  saludos y bendiciones",[0. 0. 0. ... 0. 0. 0.],excelent mensaj compartido esposa compartir futuro pequ hija hijo tard analizar clase alumno deben prender ale ctima saludo bendicion,0.0
160,VV-i6nzyrJs,UCPRZk14BLFA6P3juI4ARrVQ,"Fijese ud como mujer denuncia y no le creen, imaginese cuando un hombre denuncie a una mujer por agresion 😮",[0. 0. 0. ... 0. 0. 0.],fijes mujer denuncia creen imagines hombr denunci mujer agres,0.0
161,VV-i6nzyrJs,UCPRZk14BLFA6P3juI4ARrVQ,"Y recuerde algo, nosotros los hombres no denunciamos, por eso se cree que hay mas violencia en contra de la mujer..",[0. 0. 0. ... 0. 0. 0.],recuerd hombr denunciamo cree violencia mujer,0.0
162,VV-i6nzyrJs,UCPRZk14BLFA6P3juI4ARrVQ,"Y claro toda violencia debe ser condenada indistintamente del genero, Saludos,...",[0. 0. 0. ... 0. 0. 0.],claro toda violencia debe condenada indistintament genero saludo,0.0
163,VV-i6nzyrJs,UCPRZk14BLFA6P3juI4ARrVQ,"Si el problema es el genero, con la ley de perspectiva de genero se acaba el problema, un hombre puede ser una mujer y una mujer puede ser un hombre",[0. 0. 0. ... 0. 0. 0.],problema genero perspectiva genero acaba problema hombr pued mujer mujer pued hombr,0.0
165,VV-i6nzyrJs,UCPRZk14BLFA6P3juI4ARrVQ,"Ustedes la mujeres tienes que ponderar, de lo contrario la libertad del hombre estaria en riego, podria ser su hermano, un hijo suyo.. Etc.",[0. 0. 0. ... 0. 0. 0.],usted mujer ponderar contrario libertad hombr estaria riego podria hermano hijo,0.0
166,VV-i6nzyrJs,UCPRZk14BLFA6P3juI4ARrVQ,"Me disculpa, por ejemplo no se puede meter preso a un hombre porq vio feo a una mujer, tiene que existir pruebas..",[0. 0. 0. ... 0. 0. 0.],disculpa ejemplo pued meter preso hombr porq mujer existir prueba,0.0
171,1hYZjJ4t2d0,UCdqBUXVsbV1wvXjUGZc2wlw,"Me parece bien.
Tribunal de excepción para los hombres.",[0. 0. 0. ... 0. 0. 0.],parec bien tribun excepci hombr,0.0
173,1hYZjJ4t2d0,UCxgUDcmQn-0uCusVObf70Pg,Hay que votar a VOX.,[0. 0. 0. ... 0. 0. 0.],votar,0.0
179,1hYZjJ4t2d0,UC1ebfMJU-w52kpnB_Q9Wg9g,Ojalá podamos ver una España derogada de todo el mal que ha hecho la izquierda,[0. 0. 0. ... 0. 0. 0.],ojal podamo espa derogada hecho izquierda,0.0
180,1hYZjJ4t2d0,UC2uDHPP-rGOng_ZdvypvjIg,Derogar la actual ley de género no significa negarla sino mejorarla y dignificarla para hombres y mujeres en igualdad de condiciones,[0. 0. 0. ... 0. 0. 0.],derogar actual nero significa negarla sino mejorarla dignificarla hombr mujer igualdad condicion,0.0
181,1hYZjJ4t2d0,UC6P-jPNGXnlLP0C4pg2aUOA,"ESTOY DE SCUERDO CON VD SR. BUXADE, SINO SE HACE ASÍ, ESTO NO PARARÁ",[0. 0. 0. ... 0. 0. 0.],scuerdo buxad sino hace parar,0.0
182,1hYZjJ4t2d0,UCHGfe48lxlHZ1hT-Vihlg_A,Aer si es verdad,[0. 0. 0. ... 0. 0. 0.],verdad,0.0
183,1hYZjJ4t2d0,UCYG2AGYy1ZKG7lw1M5PRvXA,"""Presunción de Inocencia"" 😂😂😂 los agresores siempre se declaran inocentes 😂😂😂",[0. 0. 0. ... 0. 0. 0.],presunci inocencia agresor siempr declaran inocent,0.0
184,1hYZjJ4t2d0,UClLiYy7_yt_UJQXyeztWaRw,Tebe tefido bils,[0. 0. 0. ... 0. 0. 0.],tebe tefido bil,0.0
185,1hYZjJ4t2d0,UCYuuULhWfZoWPMTeCc4XfiA,"Concepto ideológico
Muy cierto
Es que estrictamente es una categoría gramatical",[0. 0. 0. ... 0. 0. 0.],concepto ideol gico cierto estrictament categor gramat,0.0
186,1hYZjJ4t2d0,UClHW3Of2M4-HyYthYzUKOzw,Ojalá,[0. 0. 0. ... 0. 0. 0.],ojal,0.0
188,gsrP99izggs,UC0umpn-PTunWi76nFfi2bHQ,La Constitución no nos defiende de los políticos,[0. 0. 0. ... 0. 0. 0.],constituci defiend tico,0.0
191,gsrP99izggs,UCums_u5irZFbaDRb1q381sQ,Me encanta ❤,[0. 0. 0. ... 0. 0. 0.],encanta,0.0
192,gsrP99izggs,UCSaYcEcIP7hnZRk8AD8-nUA,Se le ha visto el plumero😂😂,[0. 0. 0. ... 0. 0. 0.],visto plumero,0.0
194,gsrP99izggs,UCwsVHzbd2cuyUQsLlMpxd_Q,El Pachi dice lo que siente y lo proyecta. Un in de cen te.,[0. 0. 0. ... 0. 0. 0.],pachi dice proyecta,0.0
195,gsrP99izggs,UCshPP-OiEwgGumE0KBdE4nA,"😂😂😂 no sabe ni hablar ,ahora que tiene que ver tu abuela tu mujer tus hijas en este sitio",[0. 0. 0. ... 0. 0. 0.],sabe hablar ahora abuela mujer hija sitio,0.0
198,gsrP99izggs,UCSR6FmJRkcFd9vvHU_fmvEw,"Un político cotilleo, seguramente criado en un bar hablando de arreglar el mundo y oyendo con sonrisita de cabroncete, no debe ocupar un lugar reservado a los mejores de un país.",[0. 0. 0. ... 0. 0. 0.],tico cotilleo segurament criado hablando arreglar mundo oyendo sonrisita cabroncet debe ocupar lugar reservado mejor,0.0
199,gsrP99izggs,UCO6FCEFDiP58P8s1Nr5hGCg,Y todo eso para robarnos 7 millones de euros.,[0. 0. 0. ... 0. 0. 0.],robarno millon euro,0.0
200,gsrP99izggs,UCnh3VxUNDaiQhiuol39zPrA,"Ahora tod@s somos Jonás...
Tú eres Jonás...
Santiago es Jonás! 🌾
Ésto de mi parte...
❤😘😘 Y ésto de la tuya... 
🤗",[0. 0. 0. ... 0. 0. 0.],ahora santiago part,0.0
204,gsrP99izggs,UC_B28Z4X0kpNA7bmQmARNSA,todo propaganda para ganar votos.. no se crean nada,[0. 0. 0. ... 0. 0. 0.],propaganda ganar voto crean,0.0
205,gsrP99izggs,UCnAFNJmAlCokepZsK6g2JwQ,"No ha dicho nada de mujeres inmigrantes, lesbianas o de otra raza...",[0. 0. 0. ... 0. 0. 0.],dicho mujer inmigrant lesbiana raza,0.0
206,gsrP99izggs,UCzcxX9OF7MW2Hgsa6PF_Gqg,No se enteran de nada tío jajajajaja,[0. 0. 0. ... 0. 0. 0.],enteran jajajajaja,0.0
207,gsrP99izggs,UCNaQaZ1S7lQ8gzIKlYfuChA,Hay que tener estómago para ser pareja de esto…,[0. 0. 0. ... 0. 0. 0.],tener mago pareja,0.0
208,tiv5h0C_r_g,UC6k_klCj0tRTLmwqbibU_eA,"Sin ir más lejos eso ya ha estado pasando en Argentina en algunos colegios secundarios por ejemplo.
Desde 2003 hasta 2008 asistí a un colegio técnico y público seis años de cursado, los ultimos tres ya eran dentro 
de una especialidad,  y las disponibles en aquel entonces eran  Electricidad electrónica, Mantenimiento Electro mecánico y Gestión. 
Ahora viene lo curioso.  En las primeras dos (relacionado a ingenierías y tecnicaturas) por lo general se inscribían muchos varones, y apenas un puñado de mujeres,  y en Gestión (lo relacionado a contaduría, administrativos etc) se llenaba de mujeres y algunos hombres. 

Ya desde entonces las mujeres elegían especialidades que les dieran las bases para seguir carreras que no eran ingenierías.",[0. 0. 0. ... 0. 0. 0.],lejo pasando argentina colegio secundario ejemplo asist colegio cnico blico sei cursado ultimo tre dentro especialidad dispon aquel entonc electricidad electr nica mantenimiento electro nico gesti ahora vien curioso primera relacionado ingeni tecnicatura gener inscrib varon apena mujer gesti relacionado contadur administrativo llenaba mujer hombr entonc mujer eleg especialidad dieran base seguir carrera ingeni,0.0
209,tiv5h0C_r_g,UC0KFqDHweXCDqHQEYY4vMFA,Agustin estjdid el industrial en la decadad del noventa y tenia una sola compañera mujer por año eso significa que los derechos estaban pero muy pocas lo aprobechaban,[0. 0. 0. ... 0. 0. 0.],agustin estjdid industri decadad noventa tenia sola compa mujer significa derecho poca aprobechaban,0.0
